probe,RANKL_0h_1,RANKL_0h_2,RANKL_0h_3,RANKL_0h_4,RANKL_0h_5,RANKL_0h_6,RANKL_24h_1,RANKL_24h_2,RANKL_24h_3,RANKL_24h_4,RANKL_24h_5,RANKL_24h_6,RANKL_48h_1,RANKL_48h_2,RANKL_48h_3,RANKL_48h_4,RANKL_48h_5,RANKL_48h_6,RANKL_72h_1,RANKL_72h_2,RANKL_72h_3,RANKL_72h_4,RANKL_72h_5,RANKL_72h_6
30239,2.151236461,2.025169547,2.120355211,2.062072582,2.061030705,1.977413716,2.649213452,2.487069355,2.671378193,2.532917526,2.613814933,2.619873173,3.261740469,3.330228095,3.214178858,3.270905087,3.205564745,3.179286996,2.973814865,3.24292097,2.979876875,2.960746658,3.07955391,2.972274303
30270,3.688274954,3.393148506,3.624035586,3.586309057,3.520523378,3.941190127,5.435907571,5.297834512,5.038350928,5.387340389,5.174068357,5.428086328,4.03358449,4.135943833,4.006947874,3.790215188,4.053101868,4.109366203,3.645931922,3.772957002,3.345355045,3.628688524,3.572096143,3.889746819
30288,5.796469484,5.55697542,5.433845381,5.580717172,5.618769068,5.584452531,3.162972133,3.024171353,3.012059206,2.976738592,3.015522385,3.028967357,5.43939481,5.671391266,5.392705191,5.504320642,5.364832292,5.34978291,4.819427406,5.014935538,4.730861688,4.813502549,4.901264347,4.704872916
30299,2.754621671,2.699869696,2.599452858,2.73980053,2.738910999,2.741968961,3.000863542,2.940935418,3.050752087,3.174363242,2.833005187,3.344919308,3.869766806,4.039504751,3.919547774,3.507807031,4.19325307,4.032321094,4.187654045,4.051198786,4.037665081,3.884058188,4.329697172,4.06452635
30322,5.396176234,5.188794705,5.385614694,5.339886461,5.192758207,5.167297285,7.368190641,7.090103102,7.01029624,7.131655289,7.140205821,7.208479487,7.026918561,7.189668532,6.901438959,6.863157255,7.028743749,7.077454666,7.344659256,7.410993057,7.319425698,7.284875753,7.428673607,7.156279365
30332,3.619986464,3.703572118,3.619277108,3.716082205,3.622615548,3.641519066,4.155774635,3.972474209,4.046207813,3.985650049,3.927928196,4.000232602,2.736803192,2.954955523,2.911110833,2.729687866,2.741488046,2.97957824,2.810899609,2.878939091,2.854529395,2.617858358,2.785673837,2.653108624
30333,4.205226994,4.27523981,3.979120831,4.429935332,4.33439177,4.026679673,4.667588732,4.564882654,4.515291,4.759872743,4.625138969,4.512475034,3.199326235,3.168620344,3.053597977,3.203948652,3.142636293,3.114722755,3.196225701,3.031605793,3.184748772,3.167487845,2.953529648,3.228296644
30338,1.965689578,2.068458343,2.121502552,1.800827106,2.002009862,1.990729579,2.001108508,1.76538825,1.803211112,1.790233643,1.639854294,1.723041725,2.205807431,2.276023768,2.215252462,2.103157754,2.109438471,2.131468134,2.7737694,3.023778389,2.933990121,2.64479115,2.683031009,2.674600176
30376,3.44043727,3.522805996,3.387409661,3.706268207,3.348228157,3.483636887,4.762833314,4.473416444,4.649182397,4.761681779,4.503818826,4.748772303,2.490305243,2.285919991,2.540175211,2.381502387,2.47165921,2.293111046,2.309038357,2.059229841,2.051160037,2.407903674,2.26782268,2.208097657
30387,3.21058579,3.177075735,3.091886879,3.327039029,3.388535801,3.124748484,2.771034952,2.763468933,2.693692764,2.813285415,2.823794687,2.825810148,2.790977521,3.05147812,2.75001566,3.083071434,2.77866673,2.857759186,2.307260061,2.356460601,2.161281914,2.385409313,2.305302293,2.23595162
30391,3.25036188,3.243242161,3.28753053,3.356171938,3.313502492,3.35347267,2.694423648,2.596912317,2.545880056,2.779359834,2.669713027,2.758985754,4.304401519,4.398249951,4.243475446,4.296443445,4.304236502,4.227203295,4.927195568,5.014220636,4.951861977,4.934254565,4.962944996,4.887463862
30447,5.071438755,4.951185006,4.804254897,5.052769808,4.926388471,4.975852039,4.222690971,3.987312877,3.943625358,4.307013319,3.911388668,4.20699686,3.114540778,3.26564017,3.03458697,3.134261413,3.136577595,3.232468292,3.123380993,3.252505954,3.128282215,3.180533694,3.111973093,3.139816176
30459,2.905906683,2.749939914,2.723654196,2.799438849,2.849356679,2.76274792,2.884290586,2.858310899,2.830168749,2.981630275,3.012998765,3.087881073,3.978077382,4.26949167,4.315399194,4.410894801,4.318088436,4.169078826,3.170416266,3.294428924,3.291694203,3.140210656,3.166551342,3.294356879
30472,2.369589944,2.544866082,2.500148353,2.455583645,2.510543422,2.496550649,2.083741475,2.080407906,2.10040336,2.100605584,2.075317964,1.930474564,1.991555483,1.880816329,1.962897199,1.90859237,1.905339141,2.010289803,1.788795932,1.759618085,1.673613507,1.893723723,1.766484045,2.005047938
30480,1.776776342,1.742332289,1.774663386,1.732401195,1.964435198,1.78825719,1.774878123,1.816943217,1.781220015,1.964110188,1.834981585,1.758386024,2.368238667,2.336851334,2.264631753,2.52419675,2.37649737,2.400045607,2.589439325,2.550288147,2.541654967,2.630574964,2.644872473,2.652755801
30493,2.103096055,2.092551976,2.202690954,2.165335415,2.225236025,2.13005242,1.704912296,1.587598329,1.885818738,1.853742919,1.884488008,1.755409592,1.716132047,1.618188063,1.658033316,1.629865837,1.737086819,1.663295909,1.542918438,1.493518684,1.620679099,1.587644492,1.711477092,1.691468013
30499,2.585110125,2.39900495,2.439160853,2.462809159,2.583386904,2.549501815,2.281650625,2.341023532,2.258809523,2.326555143,2.283866318,2.307175264,3.750186198,3.827696776,3.610926526,3.809632828,3.815183569,3.633369211,3.050808033,3.03709288,3.140387982,3.043854921,3.168447565,3.139504075
30500,2.206426867,2.24254046,2.158264216,1.870303787,2.046016828,2.15468903,1.794472944,1.708296273,1.985442321,1.881999812,1.80682483,1.815095405,2.74311082,2.781241812,2.667739128,2.648272078,2.610756905,2.860986901,2.837574846,2.970764977,2.839902977,2.882866681,2.825572462,2.769504204
30517,4.164488645,4.228404248,4.13578936,4.353195176,4.272225135,4.214457402,4.919633141,4.809830018,4.907532825,5.130439687,4.938871859,4.868167055,2.180377688,2.177660665,2.227759219,2.257967594,2.159202314,2.24118947,1.774065146,1.915625373,1.750988843,1.853685009,1.804807767,1.64021241
30520,2.860708026,2.780386196,2.733613851,2.72030962,2.855147727,2.883465677,3.747460943,3.551424509,3.544707058,3.689946855,3.441095074,3.735476434,3.899061327,4.12657385,3.844549952,4.080445408,4.156748179,3.917519155,4.430250288,4.469954624,4.337953511,4.324335896,4.41529519,4.515666551
30581,3.624914052,3.655420693,3.334090072,3.587446559,3.676358034,3.567553369,5.239111702,5.095385438,5.010465125,5.184547649,5.032884639,4.992182849,2.312672082,2.311602189,2.270795869,2.38392217,2.200120403,2.22725571,1.923487491,1.910761228,2.001961616,1.998486579,1.856777377,1.731434722
30661,2.302414498,2.246006244,2.210996003,2.134421848,2.060248419,2.128135544,4.589438341,4.459346956,4.645027146,4.423691618,4.391918757,4.677103519,3.586427256,3.836295209,3.525473809,3.436277595,3.659404895,3.567919592,2.775102789,2.57098233,2.485552569,2.57141937,2.625951157,2.770295627
30670,2.361173467,2.417859045,2.261370815,2.203515312,2.212365963,2.378163559,3.753984305,3.689352033,3.504594366,3.782795203,3.631744664,3.768085059,2.431937853,2.555458333,2.481265568,2.319823228,2.487707455,2.354475004,2.559624903,2.869646816,2.760887377,2.530827229,2.784569326,2.69263381
30683,1.483126917,1.377613019,1.479057534,1.753983862,1.723506132,1.586645935,2.243898528,2.35980919,2.076329757,2.36123705,2.284981105,2.200618396,2.36799559,2.553177166,2.51323744,2.661122443,2.655651333,2.658142085,2.623925512,2.577830659,2.725300074,3.064520444,2.971629375,2.849799614
30714,6.018617355,5.827283836,5.784195141,5.70596059,5.778929706,5.913303083,7.418934984,7.138587352,7.217994261,7.31709782,7.364609104,7.401856817,4.050313962,4.164277007,4.046228856,3.905930405,4.131766102,3.937977893,2.408341401,2.731062073,2.397884919,2.470697168,2.379243713,2.434311615
30719,2.441803161,2.348372804,2.160306399,2.491374212,2.459635947,2.312822221,2.82976919,2.531896928,2.690054234,2.995028277,2.904298465,2.623586634,3.076772898,3.288636013,3.024051222,3.432032545,3.087567224,3.13716337,3.402542527,3.234304675,3.204129041,3.36873412,3.320815536,3.122580976
30775,3.021962904,2.91535959,3.229737176,3.042084031,2.884611289,3.05836059,2.405559205,2.247728044,2.420432976,2.428998806,2.236947008,2.45952094,2.198102878,2.453125967,2.224711472,2.281752139,2.404895137,2.284936296,2.18739513,2.230122337,2.260831497,2.228789999,2.226327921,2.361757505
30786,1.782170302,1.767261855,1.869396318,1.746255179,1.705610006,1.669058691,2.111979618,1.921850844,2.000170167,2.098305676,2.09130111,2.157310037,2.12818382,2.217148926,2.34023836,2.532707301,2.481219887,2.496690349,2.607216836,2.246288143,2.433768511,2.605729103,2.476583089,2.71606574
30787,3.913226608,3.862453106,4.04954917,3.916799314,3.569062245,3.976760619,4.255886234,4.084174052,3.971032345,4.024592478,3.702847623,4.035157597,3.119687257,3.035167348,3.19808846,2.872391138,3.05796897,3.193176114,2.874075982,2.930638179,2.977917227,2.831043126,2.969785009,2.794311852
30799,3.870834895,4.024830931,4.066864241,4.042359063,3.939155549,4.183804984,6.077628735,5.900846195,6.110721651,6.169235906,5.850692121,5.983295683,5.175628555,5.365638387,5.171324131,5.219975832,5.395443555,5.302468302,4.915641453,5.00856524,4.917426022,4.792921682,4.733378476,4.925467782
30822,1.701188655,1.697670424,1.67034122,1.977400323,1.813961885,2.07940407,2.858323791,2.688077502,2.648928511,2.936666061,2.877020385,2.580674938,2.055959109,2.244476972,2.012204617,2.326504182,2.203355153,1.991349239,2.327980444,2.074422397,2.002413817,2.273848171,2.149446403,1.981398621
30880,2.3751938,2.332078295,2.323760151,2.449828937,2.188446284,2.386576768,3.236471264,3.215950914,2.958284355,3.217277129,3.096546082,3.04893997,2.90569363,2.87197868,2.877028401,2.716547922,3.18143567,2.816124685,2.977577525,3.023573111,2.956858603,2.766706059,2.964004313,3.003684295
30886,4.227718797,4.186781799,4.234376296,4.346374856,4.245105561,4.364249853,3.584477848,3.574351163,3.492649481,3.505063997,3.376056481,3.505863073,2.505189839,2.735026967,2.793004899,2.65225821,2.675276767,2.827318008,2.62973127,2.574045354,2.535908612,2.511286722,2.718890472,2.576490326
30918,3.841003584,3.871013489,3.782788083,3.791971255,3.643757025,3.707702156,2.502586144,2.341682848,2.229896648,2.35654397,2.341200835,2.357467711,4.238007503,4.505649103,4.152419819,4.425111227,4.285199535,4.293621883,4.14087038,4.304290428,4.083352891,4.04888042,4.164336985,3.994590315
30922,3.60927182,3.474603965,3.299878712,3.4808003,3.642316311,3.465414658,4.283149125,4.19030752,4.076868379,4.437699,4.213784529,4.243339275,2.707861686,2.978023529,2.662138795,2.856369834,2.817254241,2.770624002,2.701800216,2.671367101,2.613821881,2.567041214,2.59068973,2.579455656
30923,3.457805381,3.434390056,3.218599123,3.252197622,3.570733854,3.313699751,4.10094839,3.900130402,4.054854427,4.225122906,4.164867231,3.990282569,2.762277692,2.704361148,2.588126585,2.792521592,2.602814244,2.565160572,2.510462957,2.405129355,2.365616465,2.407123627,2.458284414,2.318441085
30924,2.028698494,2.219413277,2.267024698,2.084548126,2.162850982,2.284366492,2.990960553,3.092774632,3.035129928,3.505306176,3.125583626,2.993194552,3.137554859,3.144244906,3.133429038,3.203222443,3.187439924,3.276710715,3.576820408,3.652397937,3.646850717,3.746871937,3.513235873,3.528885884
30932,4.013269209,3.830049681,3.71593523,3.643266662,3.794746028,3.738467855,2.427300962,2.362796743,2.57184535,2.391183826,2.4176064,2.406735586,2.682923205,3.024092478,2.919997622,2.745538461,2.792365054,2.932013384,2.90311234,3.010359408,2.951996724,2.819707971,2.909513346,2.916517455
30947,3.824442352,3.805856701,3.674794416,3.882666788,3.837260107,3.842105087,4.108831459,3.816811287,4.027615167,4.116536011,3.808970166,3.969254916,2.684319383,2.691341106,2.632024305,2.820690226,2.438855549,2.663287434,2.321596537,2.518766401,2.386665635,2.561241712,2.323481931,2.214503086
30962,3.21244697,3.030217709,2.936548131,3.083017764,2.890110378,3.040696991,5.107062174,4.702540733,4.782986845,5.037825023,5.10348062,5.004381003,4.427710437,4.70872306,4.42143288,4.880364676,4.786245424,4.574071497,3.759011153,3.793232619,3.696122271,3.813529805,3.947444266,3.703394096
30972,2.518703029,2.446039266,2.592417323,2.518874749,2.577867834,2.490118346,3.620174034,3.745599357,3.671272253,3.737459667,3.222178296,3.658719428,2.846591733,2.77515742,2.775703784,2.767039303,2.862382241,2.926560243,2.603405723,2.799459128,2.641458251,2.62675619,2.522799538,2.799800476
30994,1.9795514,1.887138511,1.974288897,1.902252615,1.959610624,2.093727019,2.182398707,2.043677866,2.040540351,2.052000223,2.238320129,2.229536314,2.612735336,2.771360767,2.54705694,2.742274452,2.731638737,2.798877456,2.786714671,2.707616197,2.598434001,2.661415067,2.894543693,2.64116906
31023,2.070472763,2.154280188,2.202558559,1.934388594,2.024212982,2.04046478,2.10692072,1.87181004,2.244429803,2.035865509,2.154752351,2.353712545,2.76845674,2.931492473,2.811065182,2.64901482,3.039792536,3.083834667,2.752168905,3.119223881,2.840044963,2.853298824,3.201902693,3.063553032
31025,3.100271164,2.949375812,2.92275536,3.125766336,2.905603395,2.965652536,2.140780636,2.010506388,2.086580232,2.127622453,1.967957987,1.993551438,2.698537716,2.818853644,2.716112346,2.761374404,2.771416525,2.591026635,2.977257652,2.861971541,2.849739395,2.904483602,2.80750774,2.81932392
31033,3.650496493,3.715754462,3.838039104,3.544652254,3.461981038,3.603727598,4.577798569,4.151595997,4.323607147,4.305675802,4.319009222,4.419980379,2.654572577,2.864789231,2.572841798,2.692976385,2.681585787,2.811094839,2.180863895,2.493427966,2.357810917,2.126769839,2.346961844,2.306972424
31035,2.619336738,2.715378053,2.695189459,2.78766877,2.703810519,2.740259417,2.521965364,2.689965711,2.514992203,2.490332103,2.425555063,2.531286388,2.04108821,2.042289203,2.161956509,2.062114452,2.178840837,2.015697765,1.982914469,1.906931587,1.982229746,1.90570846,1.907593417,2.027036272
31042,3.965991162,4.392482017,4.187558378,4.429729121,4.230909378,4.501338564,4.804542972,4.628087035,4.623751961,4.896603225,4.325431336,4.717424215,3.136400578,3.456930977,3.137706273,2.988743708,3.381831267,3.303543385,3.207542024,3.434530952,3.52497198,3.1585692,3.402542458,3.312798993
31065,2.33011043,2.150072582,2.214110264,2.312048075,2.159886035,2.239563147,2.145368556,2.259553716,2.269347195,2.359226098,2.18601169,2.131482154,3.122002963,3.307923317,3.190697052,3.434235878,3.538942907,3.347567193,3.968007457,3.738899875,3.846870816,3.878558617,3.949296527,3.295657657
31070,2.425401553,2.35885942,2.400256916,2.512687824,2.364105188,2.59083849,2.306033176,2.691031586,2.136912186,2.545487297,2.322201325,2.099125744,3.050478086,3.104092121,3.137819996,3.052619173,3.233188784,3.184707578,3.246007184,3.340316409,3.393349611,3.561676378,3.256136333,3.41308476
31086,3.390633755,3.353779052,3.291367557,3.711660956,3.524297021,3.757021617,4.310844699,4.085543446,4.112742842,4.348017304,4.11960531,4.083291776,5.088576939,5.04226016,4.990042762,5.23538259,5.196909267,5.011409054,5.290205628,5.102517498,5.022441536,5.521466161,5.26627791,5.184621385
31093,1.967864948,1.954924407,1.898189706,1.864628458,1.982968383,1.918767578,2.297588274,2.142931231,2.201544839,2.125118073,2.180830219,2.306806345,2.920113352,2.949732161,2.765499975,2.876567711,2.839418471,2.988229614,3.180328412,3.126662332,2.962790758,2.983135398,3.194453984,3.105744789
31143,4.127688203,4.302308468,4.358408578,4.210819459,3.851221463,4.209739488,2.900464017,2.822679964,2.87699037,2.679048473,2.524628925,2.579546723,2.430415312,2.653290507,2.700248075,2.482624034,2.545632339,2.530841539,2.549984397,2.640780446,2.532817063,2.395449739,2.615549107,2.1614858
31162,3.538451575,3.296273005,3.345951454,3.23464012,3.291327976,3.535946695,2.952763888,2.89779211,2.882254314,2.820250689,2.745348075,2.996321026,2.755205993,2.852638169,2.566426621,3.018203725,2.943377598,2.758123095,2.518118832,2.63190315,2.524612758,2.42374813,2.727872897,2.496343032
31166,4.68808148,4.623964255,4.597101475,4.77611883,4.59077735,4.69323883,7.138777951,6.978797092,6.843591664,7.222233787,7.24483078,6.985029965,7.119906358,7.368875404,7.126977493,7.346741832,7.185972145,7.001945954,7.422549721,7.402561535,7.38202224,7.603206781,7.421054568,7.351385193
31170,4.12468282,4.272992684,4.13708678,4.11576149,3.951615564,4.139509484,5.340916433,5.191124593,5.171062549,5.181702817,5.036259974,5.209523325,3.228978492,3.366556165,3.04803916,3.098835549,3.228710788,3.174817505,2.84712263,2.808034649,2.852493566,2.962830153,2.809274908,2.932169214
31172,2.947862603,2.713071527,2.845427661,2.832312036,2.844502752,2.922207412,4.204712266,4.158663683,4.16108085,4.16278044,4.127559324,4.253879304,2.277420089,2.356584178,2.344721338,2.376920086,2.381956738,2.280181452,1.986145928,1.873269435,1.947954271,1.883281477,1.819982043,2.039720807
31191,2.183600947,2.29972818,2.153956604,2.045301752,2.215358055,2.124710957,2.197801715,1.974887042,2.152779024,2.129396842,2.10776571,2.105030864,3.134797567,3.328368418,3.065873324,3.044629084,3.296829948,3.187015615,3.27194486,3.441315863,3.20372294,3.054039696,3.342634132,3.216850442
31217,7.011907177,7.111211997,7.08701793,7.37334827,7.170377152,7.103108461,6.183745865,5.878968555,5.907476402,6.257471372,5.900129091,6.08954683,5.658338172,5.721125408,5.49554863,5.754446315,5.709737307,5.644832978,4.494235891,4.543495413,4.597705832,4.894377368,4.610253518,4.561799471
31232,2.473069139,2.452373675,2.387392568,2.420718655,2.688037616,2.285006997,1.95880406,1.793249309,1.817157571,1.881833771,1.798449997,1.824259083,2.054785567,2.075342638,2.040255418,2.041875081,2.076829628,2.13989362,1.687039863,1.702158836,1.892716793,1.68337992,1.720332004,1.724535188
31249,3.589189178,3.447764754,3.235446347,3.427148857,3.510521129,3.598182708,4.335748209,3.954755252,4.096458167,4.363738998,4.132511338,4.433231856,4.415737746,4.716323806,4.637113682,4.644235808,4.562673989,4.622040608,4.633861978,4.797601189,4.559302972,4.736487303,4.90701369,4.805214583
31268,5.021919524,4.918900727,4.887734988,4.923154489,4.922412988,5.005062617,2.994655312,2.972205245,3.028414425,3.039773909,2.904368258,2.911786863,4.36464378,4.567602228,4.339907975,4.358965809,4.533326575,4.405117893,4.307806687,4.35187553,4.385245102,4.27798462,4.383160547,4.310624889
31283,1.89053264,1.684878251,2.075467287,1.941405911,2.052605464,1.91577114,2.900536719,2.836604142,2.883970982,3.064585388,2.824750635,2.975732122,3.665810313,3.780387789,3.685262779,4.054435125,3.861294469,3.649670278,3.543905034,3.626747486,3.481523741,3.721325874,3.541691039,3.691595582
31327,2.340570356,2.469504105,2.14789278,2.454952465,2.354371353,2.283712109,1.60103976,1.613595709,1.822708474,1.736247475,1.726698473,1.736547907,1.556000866,1.79392655,1.61472932,1.767302713,1.645064084,1.571751622,1.548386749,1.685269615,1.633772424,1.674885721,1.515689557,1.583784864
31350,2.831882781,2.733871314,2.773335524,2.842047183,2.611150901,2.844455321,4.201365096,3.990167459,4.177324712,4.279808017,4.150813641,3.959077687,2.900788126,3.049081608,2.864539821,3.157656304,2.966229688,2.797639468,2.874594863,3.044511001,3.035670464,2.954359762,3.185884199,2.962185199
31381,3.47204902,3.485221113,3.434937239,3.499565729,3.526111243,3.348189514,4.648220702,4.594766572,4.641548589,4.690999501,4.491592852,4.44047707,3.890311195,3.958561526,3.778485622,3.766209901,3.894584929,3.730380485,3.949376962,4.161854902,3.949841904,4.059271857,4.049496272,3.992964181
31428,4.154754182,3.859727634,3.872311229,4.031104068,4.116456347,4.237988006,6.463240726,6.137509372,6.327680357,6.298703163,6.275176988,6.289658485,4.775799549,5.114891727,4.960465477,4.921072067,5.016796646,4.827149419,5.035442157,5.201563605,5.007262698,5.168472001,5.361005843,5.123001163
31429,4.44004106,4.42190117,4.262902803,4.49701329,4.399505508,4.594868542,6.756819897,6.414289646,6.593954886,6.783537578,6.66926064,6.615914636,5.097904244,5.333380753,5.288474844,5.482261686,5.272931986,5.161319071,5.479235296,5.276537888,5.416733125,5.474842342,5.603084613,5.395240685
31505,3.667437787,3.648817118,3.480405113,3.686953337,3.472934123,3.546120693,4.480919814,4.183434274,4.077752831,4.399913121,4.470441198,4.358346724,2.590168997,2.701132292,2.615735357,2.94736243,2.628171443,2.726102927,2.498754774,2.693682685,2.522878783,2.595161026,2.684606357,2.761000476
31530,3.503182243,4.013719066,3.967040603,3.765162242,3.198795954,3.818025945,3.703345755,3.545323739,3.549991676,3.549095779,3.200346466,3.585523049,5.201786591,5.69702304,5.13910252,4.590275064,5.558269773,5.326732905,5.653742495,5.706432513,6.040025366,5.14083978,5.77136417,5.714973311
31553,3.8144275,3.724898056,3.417647234,3.650349971,3.538396263,3.817021354,4.459058624,4.325057557,4.150323624,4.560504967,4.379088026,4.27409182,4.64234984,5.073460177,4.887659446,4.908138602,4.902471861,4.814013688,5.151752536,5.15729706,5.008586691,5.052849921,5.247447219,5.043098846
31554,3.629142507,3.578867438,3.441449549,3.39885163,3.405310783,3.511825345,4.472160849,4.056076919,4.308099491,4.164881012,3.871255973,4.295428376,4.685428994,5.062387927,4.659753457,4.441753934,4.74478511,4.693472277,4.946839914,5.11731136,4.93478944,4.387224132,4.85455863,4.878095578
31568,2.429132939,2.494646042,2.420227366,2.426270403,2.57911375,2.512074246,3.313020867,3.090439365,3.011413599,3.239620486,3.257723564,2.94707276,1.764857169,1.756912637,1.973659985,1.758477877,1.808885591,1.759771904,1.485139,1.419339079,1.4781133,1.694091489,1.677853434,1.700591983
31581,5.37653335,5.164201726,5.210386952,5.338578047,5.381336566,5.231694347,3.919881117,3.711948682,3.686943173,4.045529834,3.990482709,3.846878068,5.284689487,5.431948968,5.30100664,5.433361998,5.520970963,5.371518033,4.746211942,4.856623457,4.774482839,4.947351781,4.933360373,4.620532608
31593,2.985070779,2.87730341,2.859414797,2.908527859,2.8577745,3.299545523,4.446111178,4.422943876,4.386962702,4.488716556,4.272920003,4.461997792,3.60741602,3.616830848,3.726840467,3.676711512,3.783620408,3.807932605,3.425470409,3.604164264,3.439429485,3.658035141,3.588764346,3.791153667
31606,2.875532455,2.988780308,2.762556542,2.894049999,2.893568502,2.977941306,3.721778761,3.289165639,3.445627172,3.553096298,3.332628259,3.561488658,2.000181825,2.048669,2.007185311,1.949065986,2.025273473,1.888708809,1.731557812,1.933691583,1.867128588,1.88984975,1.799804122,1.919477633
31619,1.813342329,1.772993656,1.964228722,1.869560481,1.883702035,1.758448008,2.301738754,2.061930711,2.036943782,2.209705508,2.244665449,2.190469574,2.51190739,2.617992576,2.579374444,2.787204271,2.580008483,2.511754102,2.178260737,2.276127045,2.288175864,2.293739082,2.093670966,2.223353335
31623,4.185104691,4.328572537,4.064226693,4.176542691,4.012473451,4.033402444,5.710051589,5.339691938,5.226495642,5.602065512,5.545850738,5.672117758,3.9193489,3.989929138,3.759959359,3.849635333,3.838524293,4.093671205,4.047215014,4.038977509,3.968901205,3.745006794,3.99190058,3.932085933
31631,1.774751136,1.811046256,1.920600701,2.019393775,1.905481333,2.06520273,2.556623091,2.461020812,2.480814512,2.652689242,2.537465192,2.551248585,2.102745905,2.287841193,2.139615229,2.130653339,2.176891593,2.218364436,2.259565726,2.146659485,2.345520192,2.203169267,2.286447978,2.418812946
31637,5.551213111,5.54119489,5.414067894,5.677234103,5.547048248,5.67724739,5.023395749,5.01797255,4.908504385,5.13188696,4.885559386,4.96985775,7.426163193,7.63015244,7.429934304,7.465880342,7.531454588,7.320350154,7.946832048,7.974552564,7.919843094,7.877247384,7.871487474,7.63214307
31638,5.617355594,5.515536322,5.510545446,5.717377791,5.736562988,5.59224815,5.242147414,5.002345275,4.990274916,5.125714993,4.872881236,5.082249868,7.531899056,7.657969706,7.447061151,7.576163504,7.428686914,7.404825922,7.980431404,7.840927573,7.866013453,8.019896447,7.847092814,7.716122102
31683,3.578910203,3.585220741,3.399464613,3.566660478,3.743522166,3.71882658,4.359659316,4.270872796,4.1944139,4.429527153,4.376225442,4.439260168,4.49310027,4.760022312,4.546833768,4.969006888,4.697880461,4.582584981,4.764980714,4.779778835,4.670214393,4.692408287,4.871482915,4.803410843
31701,2.684134381,2.782929848,2.782004358,2.689671927,2.563319236,3.025234144,4.35667063,4.160782472,4.243614776,4.261181985,4.088603419,4.314532616,5.944993445,6.130627782,5.796169383,5.907819165,6.202841128,6.138964297,6.315940933,6.090905249,6.224075365,6.210211843,6.368505597,6.496662068
31709,1.521846542,1.652909612,1.557794667,1.650509648,1.757267455,1.716249244,1.574724103,1.485603769,1.493119608,1.757454124,1.652912662,1.707642577,2.670246706,2.570570562,2.53548153,2.693805978,2.657489906,2.537380328,2.166287701,2.170949649,2.27102127,2.216678432,2.157524376,1.995964627
31714,3.340515965,3.667904837,3.538089355,3.865446037,3.674116285,3.567570975,3.659702882,3.629949492,3.482328192,3.716539763,3.650411172,3.574519896,2.194232136,2.13297682,2.086469901,2.282066202,2.116293721,1.934667944,2.293829783,1.876321784,2.010513185,2.212123456,2.02540768,2.030618952
31716,3.243058098,3.182670648,3.141756753,3.133451273,3.296738583,3.146492987,2.968511181,2.95800235,2.704376701,2.806621621,2.856869337,2.846543064,2.231108175,2.170129098,2.336630202,2.288425881,2.257692657,2.108763682,1.875092805,2.138762763,1.858339102,2.00723217,1.954793148,2.091963798
31719,3.548238531,3.729126481,3.548314342,3.807741293,3.606814036,3.531705229,3.27936628,3.137336078,3.084861888,3.186853028,3.163958246,3.087348416,2.632861152,2.802657897,2.639400907,2.66587148,2.777335616,2.735183197,2.922831682,3.034357476,2.884824406,3.027959034,3.030766871,3.060783753
31731,2.557168318,2.523089864,2.473803975,2.584362005,2.602196381,2.407726745,3.885681411,3.709365559,3.804744784,3.974757808,4.002896378,3.815779372,4.115165448,4.4986065,4.144510456,4.35948872,4.279069451,4.085464569,3.725281403,3.678601906,3.594214991,3.842227407,3.975204988,3.363401475
31751,2.394810821,2.157563088,2.203517362,2.125735439,2.309665356,2.162302197,2.160725487,2.230156333,2.175447893,2.134651703,2.091020622,2.006057951,2.756438697,2.916751092,2.699858853,2.895939881,2.806149726,2.606233124,2.869435231,3.066560851,3.067521492,2.98595185,3.132306619,2.932042097
31784,2.908005325,3.06514587,3.012224516,3.296713042,3.107737705,3.386181566,4.097401135,3.909995013,3.879304879,4.146290587,3.793197955,4.015557893,4.469813615,4.742439389,4.564614066,4.659144033,4.765069336,4.606436099,5.070857225,5.07715533,5.095785323,4.86796584,5.048624058,4.998301794
31801,2.246553305,2.245020241,2.25031186,2.193795804,1.990143452,2.286746315,4.3174614,4.169523875,4.176402895,4.151524431,4.022912038,4.18337786,3.833703815,3.854598697,3.632303752,3.647374267,3.903919998,3.861737471,2.610710728,2.806049343,2.648006558,2.595508566,2.643951275,2.682227168
31802,2.199828218,2.377432249,2.191984156,2.323363887,2.390245074,2.062554283,4.535679865,4.16012719,4.279728409,4.420960186,4.213032106,4.30352007,4.002092307,4.015017191,3.723292686,3.906079167,3.950979971,3.887547342,2.631395337,2.611880949,2.572693137,2.782865288,2.795413279,2.636960578
31829,2.754930503,2.581546431,2.690126562,2.741046968,2.804051732,2.818763131,3.443649266,3.41411091,3.575217728,3.467997836,3.281541087,3.481822289,4.200000165,4.326792364,4.167511123,4.466706651,4.497562226,4.240508671,4.476432846,4.545223701,4.394468416,4.553667093,4.509161542,4.635000646
31832,3.975752875,3.947504534,3.752020663,3.879867848,3.646986231,3.811717069,4.260469601,4.134650238,4.20777027,4.252043318,4.05940136,4.046292473,4.905624607,5.098746214,4.827091961,5.021792653,5.116314807,4.936143053,5.254245575,5.266449206,5.063588262,5.121299192,5.324019705,4.940782332
