probe,0,RANKL_0h_1,RANKL_0h_2,RANKL_0h_3,RANKL_0h_4,RANKL_0h_5,RANKL_0h_6,RANKL_24h_1,RANKL_24h_2,RANKL_24h_3,RANKL_24h_4,RANKL_24h_5,RANKL_24h_6,RANKL_48h_1,RANKL_48h_2,RANKL_48h_3,RANKL_48h_4,RANKL_48h_5,RANKL_48h_6,RANKL_72h_1,RANKL_72h_2,RANKL_72h_3,RANKL_72h_4,RANKL_72h_5,RANKL_72h_6
3878,ILMN_1223381,2.378819332,2.316623512,2.381763074,2.175641461,2.156510714,2.190339524,2.963076469,2.937000467,2.992632496,2.791276067,2.769435884,2.880392635,2.206694185,2.388109235,2.307885404,2.218438885,2.292319638,2.211141361,2.389770418,2.468631289,2.420842885,2.249282719,2.350615498,2.370073833
3879,ILMN_1223384,1.655425652,1.651983316,1.724571243,1.751231087,1.929876139,1.864183048,1.829970019,1.722708442,1.819610838,1.924778092,2.073204699,1.733870222,1.975509574,1.786388919,1.974873422,2.09567581,1.942087981,1.920059566,2.013682515,1.983209324,1.911867176,2.284906384,2.144245321,2.054066714
3883,ILMN_1223395,3.362319911,3.121921634,3.136914602,3.416220766,3.405872082,3.569931676,4.445468198,4.194079234,4.388047153,4.416433982,4.36416582,4.426376666,4.751800652,5.023237528,4.785587099,5.042841277,5.042977095,4.745178811,4.743225168,4.911367173,4.758922599,4.963615826,5.038751256,4.841301066
3891,ILMN_1223428,4.219115605,4.716211972,4.497265557,4.595630317,4.010434871,4.678580471,4.630289651,4.273269643,4.266591437,4.849526256,4.241591363,4.428875296,3.941393006,4.226125444,3.933448922,3.415473975,4.151150082,3.939883053,4.051492317,3.715169556,3.966081166,3.623597114,3.68771668,3.951974911
3894,ILMN_1223437,4.236285977,4.302038659,4.129164864,4.505509962,4.181602327,4.638676534,4.867422488,4.894368592,4.801027817,4.846280484,4.801713261,4.846556992,5.240890419,5.56107016,5.377067503,5.281221261,5.445351007,5.269869776,5.492974623,5.434760632,5.51086384,5.479583668,5.572919738,5.5360642
3910,ILMN_1223496,2.660888107,2.88359152,2.848741513,2.783270847,2.669248012,2.928507908,3.527914386,3.333811533,3.241139764,3.447808362,3.215928119,3.402947152,3.065822619,3.16655572,2.876549247,3.180567059,3.096222705,3.139266322,3.093005504,3.389389788,3.055395453,2.789203353,3.216830777,3.014998903
3923,ILMN_1223523,2.444829747,2.238153949,2.347418796,2.223836155,2.308959104,2.335740854,2.215687525,2.150603536,2.208317819,2.122719528,2.192725736,2.161609889,2.511298865,2.431481704,2.567982044,2.291818221,2.586207326,2.395992193,2.41153476,2.684594117,2.655467119,2.336028548,2.651785855,2.451744983
3929,ILMN_1223539,3.163235569,3.02826052,3.14790538,3.346320212,3.176476255,3.317534901,4.724022611,4.56007374,4.57801334,4.542832895,4.393059754,4.510650996,3.94313042,4.092605044,4.08498493,4.065188624,4.176195414,4.15585646,4.255030999,4.280332191,4.155580847,4.162610065,4.389403001,4.344809736
3932,ILMN_1223543,2.459614079,2.372689287,2.219005138,2.571691955,2.453754367,2.333873846,2.229960138,1.96164439,2.111517293,2.331394843,2.296909001,2.241731719,1.73404853,1.813936563,1.970833353,1.933355966,1.993159666,1.968280462,2.115574998,1.833554636,1.86944834,1.901813359,2.0599411,1.747766694
3937,ILMN_1223548,1.469560729,1.362772018,1.605631174,1.482667035,1.581893787,1.699867946,1.668259889,1.559179784,1.411050881,1.470866322,1.591256452,1.45352716,1.61089873,1.515644507,1.550530118,1.587221326,1.67134363,1.679784977,1.838557567,1.726840331,1.59078114,1.639836483,1.67982607,1.789255142
3939,ILMN_1223551,4.64496184,4.547727827,4.698059235,4.959847575,4.725931566,4.707254028,5.236329344,5.050306172,5.035579617,5.332641097,5.178320352,5.343903469,3.528238278,3.681811627,3.590314331,3.625051212,3.727702965,3.549767214,3.620889713,3.572630473,3.571200109,3.596855537,3.757633965,3.63698906
3947,ILMN_1223568,1.612993925,1.546905904,1.654835123,1.680755625,1.757910451,1.731939238,1.601957845,1.673736697,1.956042404,1.80742421,1.882364398,1.733124105,1.859600174,1.813604017,1.914565022,1.833075574,1.698469272,1.801416329,1.813664737,1.794713079,1.840126988,2.093850248,1.987835915,1.896455415
3948,ILMN_1223571,3.042734362,3.1624204,2.926533449,3.246350096,3.209815123,3.231903825,2.447811393,2.379510835,2.436619217,2.626387027,2.710729719,2.393901647,2.799393055,2.769047259,2.607189352,2.819700197,2.909321494,2.7087157,3.055162649,2.929400883,3.104213822,2.990888101,3.090608601,3.075537497
3951,ILMN_1223577,1.806877309,1.817581593,1.825388996,1.808807022,2.01432402,1.859353122,1.977372764,1.851855692,1.712805791,2.073258896,1.893113714,1.744738868,2.017917318,2.150345691,2.072228732,2.134408096,1.934741862,1.877139153,2.338805561,2.098880283,2.100693919,2.133203531,2.277905076,2.182353705
3960,ILMN_1223598,6.344394726,6.541659009,6.316164304,6.654225506,6.424093844,6.403104463,5.44756882,5.305000017,5.274103377,5.661597776,5.316410308,5.32005621,5.27925537,5.533295524,5.369856309,5.426702214,5.381673057,5.412354139,5.369198737,5.33024877,5.414557902,5.243721805,5.281408147,5.049392468
3962,ILMN_1223600,1.807397805,1.52010059,1.694874615,1.692323446,1.699261987,1.662587142,2.015027085,2.047866677,1.770298825,1.949314553,2.018891431,1.877288689,1.937401991,1.827081461,1.939638668,1.910668261,1.941869589,1.83653604,1.796299778,1.725876997,1.730935469,1.955749538,1.663798022,1.869707214
3965,ILMN_1223614,3.144625992,3.202338262,3.216309526,3.280500114,3.325402557,3.222496675,2.465862784,2.271443038,2.369770764,2.451236963,2.319121295,2.461911122,3.498419911,3.516207969,3.516897637,3.498463062,3.470085183,3.499304933,3.619081016,3.604912033,3.476251625,3.79299738,3.563903947,3.411347407
3966,ILMN_1223624,5.647030544,5.702910208,5.71695947,6.099108653,5.812915707,5.819294035,5.917895294,5.840777365,5.737299391,6.100381553,5.791198095,5.613171236,4.788379093,4.870730828,4.755732833,4.892148796,4.89050382,4.689641522,4.616558415,4.721564256,4.844857372,4.79583087,4.596253672,4.336221899
3969,ILMN_1223629,1.633047503,1.704546203,1.687935371,1.497758025,1.688195079,1.619555603,1.500080373,1.515798556,1.516239013,1.532915977,1.552085331,1.30767313,1.769743461,1.811268877,1.802919782,1.777685208,1.680538192,1.879685899,1.647674402,1.825459667,1.770823391,1.851168587,1.691616221,1.774936854
3982,ILMN_1223667,6.45561381,6.448523333,6.369681007,6.447902055,6.416865184,6.27498641,6.62393827,6.509855259,6.491730614,6.680017958,6.440753297,6.726988985,5.435645446,5.579059468,5.299278873,5.453907638,5.660901397,5.545525495,5.516021727,5.72480864,5.464883816,5.400261241,5.450279981,5.438556314
3985,ILMN_1223678,4.48262167,4.318615764,4.395049949,4.228012176,4.098199513,4.292518953,3.653592029,3.518025878,3.459808087,3.352151387,3.276310102,3.440823082,3.828123588,4.098333897,3.771514699,3.782966813,3.833064614,3.665299047,3.787543131,3.876886704,3.809091815,3.68567912,3.820292436,3.640462703
3987,ILMN_1223685,3.442028076,3.264181641,3.335906161,3.143789793,3.169225349,3.287199744,3.915427197,3.645433443,3.982703618,3.855807536,3.660006694,3.878921213,3.295611474,3.460953338,3.402515497,3.296305648,3.422497766,3.22136365,3.253824743,3.559165781,3.256617093,3.224543809,3.314571169,3.417574533
3990,ILMN_1223689,2.332034591,2.36597168,2.703764877,2.462127045,2.235546734,2.567167145,2.809297117,2.668358968,2.817740234,2.676334167,2.586918028,2.861318075,2.342335498,2.481829955,2.231115784,2.369235439,2.451013485,2.322791339,2.135985566,2.374510929,2.27669037,2.362153825,2.426006367,2.623701753
3995,ILMN_1223699,3.831351842,4.07776356,3.95387398,4.054636211,3.859915502,4.024368467,4.008269289,4.007419807,4.124961974,4.114706198,3.835414969,4.114424152,3.330728049,3.520074945,3.368723835,3.267764668,3.459288023,3.487279581,2.938137007,2.940991777,2.988011385,2.70478749,2.836335605,2.781842044
3998,ILMN_1223705,5.232612471,5.043894185,5.089117785,4.784127315,4.774185325,5.044847272,4.113661665,3.992000225,3.947635455,3.745200794,3.716105709,3.995057029,5.745747037,5.975861966,5.866258031,5.623158932,5.845630048,5.693811243,5.765407831,6.084968228,5.989155076,5.65143789,6.129584851,5.981803203
3999,ILMN_1223708,1.553373862,1.579227577,1.693354979,1.477618256,1.725906072,1.556952763,1.637235818,1.59198997,1.763260383,1.556858808,1.760821661,1.72649979,1.791949548,1.584650782,1.65696631,1.581959594,1.58127279,1.873679032,1.816697097,1.764944086,1.940515251,1.880782381,1.689741929,1.771110912
4003,ILMN_1223720,2.801295851,2.906994541,2.785942258,2.730985326,2.736578767,2.993862912,3.47322213,3.123555627,3.336862041,3.373245846,3.320349527,3.559696938,2.40330887,2.572066409,2.346402706,2.299121963,2.370078067,2.592857214,2.593740066,2.476127576,2.543144814,2.40300973,2.654737524,2.609510097
4008,ILMN_1223728,1.878629035,1.70793893,1.997365576,1.601758621,1.753530653,1.890330587,1.860389349,1.872405961,1.981015979,1.84710332,1.784364004,1.731220319,2.051850162,2.156538459,2.155926645,2.016725285,1.976729857,2.023379957,1.911231487,1.931078585,1.89034798,1.808461275,1.739115091,1.814677046
4023,ILMN_1223768,2.332536503,2.17290865,2.356993506,1.972414951,2.132820626,2.190270362,2.688309524,2.505913782,2.650363036,2.502698441,2.61122539,2.625000217,2.493276449,2.610435686,2.424214669,2.341407831,2.484283542,2.409268009,2.428593686,2.433670484,2.627538677,2.26340282,2.382178808,2.428551461
4026,ILMN_1223777,1.823769561,1.737727463,1.745064105,1.740103767,1.795778761,1.801321328,2.237207305,2.114451539,2.26583931,2.377340777,2.145978616,2.333116996,1.830732805,1.776350728,1.796104714,1.811115738,1.824500909,1.703571979,1.818307315,1.738245791,1.743978836,1.764134811,1.780429575,1.866992889
4027,ILMN_1223780,3.060190144,3.610969192,3.243409426,3.33579858,3.249655222,3.178224436,3.570328921,3.437046295,3.492129478,3.656586982,3.364168198,3.312373606,2.996745954,3.222336637,3.004732028,2.681846694,3.204216,3.104664461,3.128596643,3.197880528,3.510997047,2.863207219,2.986996862,3.092749582
4040,ILMN_1223819,3.725774186,3.786967241,3.640697785,3.607602436,3.512712609,3.68577036,4.046627496,3.864159478,4.100155732,3.952551444,3.7746844,3.879183698,4.336203188,4.608852402,4.175537862,4.294954599,4.406003539,4.448690171,4.562905827,4.468351355,4.597237422,4.172841024,4.419289872,4.404026922
4047,ILMN_1223834,2.48979837,2.50472852,2.37324316,2.559357691,2.514078829,2.352885632,1.767628708,1.499065957,1.759006337,1.867998597,1.717126853,1.725630328,1.691719286,1.697547286,1.746551215,1.953516616,1.838439942,1.707292367,1.67438737,1.661488895,1.689501416,1.800627813,1.884031332,1.751511821
4054,ILMN_1223852,2.625583077,2.62043246,2.658522354,2.365566996,2.508021123,2.541940421,3.192349708,2.967975094,3.080509744,3.073177577,2.8956223,3.125107372,2.948482257,3.179518196,3.035419479,3.011438958,2.993920792,2.975515957,3.333679475,3.405690198,3.260343752,3.047816848,3.246898252,3.331068843
4055,ILMN_1223862,2.581709495,2.806976711,2.541567446,2.713413313,2.598792432,2.769449974,2.912501954,2.77041635,2.619299512,3.199623595,2.906988262,2.558114592,2.35621555,2.506047481,2.303082408,2.65624165,2.387098267,2.548843637,2.226567313,2.306271913,2.564859348,2.260023163,2.435000295,2.455114294
4057,ILMN_1223868,3.413616735,3.310406974,3.334267549,3.241338271,3.057523569,3.313762729,3.416415838,3.159163868,3.071190565,3.210122183,3.078078092,3.376712844,3.728526596,3.881296304,3.613392276,3.704531115,3.812307584,3.776452163,3.680940948,3.7304811,3.617150991,3.642688115,3.746916643,3.602812596
4060,ILMN_1223875,2.092776514,1.937512577,2.143719112,1.85756801,1.996352085,2.022490995,1.973915997,1.981706581,1.786733835,1.841348584,1.835407349,1.760044682,2.666011234,2.774431076,2.744319227,2.698447019,2.609665689,2.49698164,2.557795798,2.568730632,2.496803706,2.299724742,2.470331546,2.453710429
4061,ILMN_1223880,1.345070566,1.327522389,1.477464533,1.283942135,1.412580269,1.272252906,1.38573521,1.200636145,1.390894932,1.331318711,1.411335762,1.475446209,1.459162449,1.376279317,1.534953973,1.446220015,1.488709486,1.414931094,1.329088414,1.562558839,1.478476435,1.685203208,1.464089673,1.529191851
4081,ILMN_1223936,4.001437253,3.682271142,3.849382289,3.783547516,3.686129163,3.820331476,3.51314502,3.459400054,3.496291016,3.285849832,3.074855706,3.407954886,2.983446254,3.499534599,3.266423504,3.018086161,3.230195765,2.995372363,3.28668314,3.19112715,3.315324838,3.026968965,3.101506618,3.138048665
4088,ILMN_1223954,1.586687806,1.405772172,1.773241979,1.584966776,1.603650664,1.588056749,1.694781828,1.853279712,1.794490707,1.905658752,1.779406028,1.919927247,1.499687065,1.830782861,1.752864435,1.645448376,1.886107413,1.608978006,1.740034902,1.731240585,1.524823454,1.509594742,1.604958536,1.875655357
4097,ILMN_1223979,3.742809488,3.846400715,3.573857179,3.983996479,3.682519003,3.624588597,4.643542053,4.346624985,4.499847339,4.703463327,4.604107646,4.530780198,2.393449233,2.357516423,2.306766642,2.48901462,2.381734489,2.393815799,1.979879455,1.911788357,2.016358193,2.099699287,2.046311059,2.131660888
4116,ILMN_1224021,4.011198737,4.223179634,4.115474851,4.15576004,3.972710768,4.127234966,4.196082642,4.17948098,4.091088198,4.332718689,4.127508122,4.296982684,3.511700082,3.662809659,3.482391678,3.160717585,3.61381374,3.612149314,3.511332557,3.403874841,3.562410532,3.29740397,3.231797582,3.37577483
4122,ILMN_1224034,4.512838757,4.369020559,4.227819766,4.423877207,4.479598312,4.29164289,4.638249035,4.413904761,4.473726668,4.53639655,4.398351158,4.49771552,5.405302223,5.675847004,5.251354771,5.436268697,5.513248094,5.423893426,5.511143677,5.533726549,5.501645637,5.648548223,5.365965125,5.273222931
4130,ILMN_1224064,2.130743886,2.082486096,2.158338392,1.885785514,2.030944883,1.936483674,2.047908583,2.256613736,2.040918157,1.893287385,2.069649655,2.117893294,2.336954527,2.395452821,2.356721059,2.30666362,2.185340752,2.285142071,2.204833487,2.434677456,2.303592908,2.159873507,2.197529376,2.384127306
4136,ILMN_1224079,3.456537141,3.465057622,3.272273267,3.564481464,3.661661068,3.378727677,3.253568267,3.218654038,3.275997324,3.45019007,3.115587046,3.122468261,3.750224313,4.068363726,3.880026771,3.848605315,4.027768129,3.883394824,4.325892,4.478664634,4.369255367,4.490813665,4.514952524,4.242811984
4137,ILMN_1224080,2.620069698,2.433983449,2.210440362,2.415784494,2.412971705,2.375425733,2.797034908,2.778215966,2.684232242,2.800931507,2.880091476,2.830374791,2.817330509,2.985418405,2.77894325,2.987070997,2.947081905,3.021743172,2.77222006,2.705016682,2.709759183,2.51065413,2.853234166,2.667511099
4145,ILMN_1224110,5.489738659,5.145249705,5.349503508,5.398631103,4.932345945,5.247324133,6.24832888,5.676592752,6.296671103,5.952500614,5.840058124,6.587271047,6.049770953,6.317597418,6.05641935,5.820540052,6.733087604,6.123781675,5.577085171,6.44156888,6.020920324,5.288753339,5.762009651,5.919614209
4147,ILMN_1224114,4.475010659,4.511600591,4.465014865,4.716081326,4.466953052,4.35382835,3.630098157,3.707947813,3.609360897,3.785045564,3.473595893,3.527337171,3.704729394,3.705580283,3.652102337,3.538582091,3.782215964,3.561315084,3.452824147,3.735587601,3.65371799,3.633576343,3.684194511,3.626884901
4155,ILMN_1224128,3.879648344,3.965414054,3.707267482,4.116819129,4.000628401,4.14119926,4.411357396,4.114022851,4.433619181,4.702533027,4.309008773,4.380770278,5.675912604,5.996221132,5.627815837,5.978670353,6.064554984,5.787575038,6.068369555,6.065961525,5.984461817,6.097487988,6.208311653,5.931756094
4156,ILMN_1224129,2.638763322,2.558257271,2.66702925,2.76370106,2.53688865,2.812996959,1.918775513,1.938624345,1.890967077,1.882314873,1.932725337,1.881296284,2.11124189,1.981630451,1.954871341,1.967397938,1.902393577,1.800356336,2.314108944,2.241184322,2.393731639,2.280611854,2.36903957,2.423395591
4159,ILMN_1224134,1.89255144,1.948105167,1.988585742,1.894179718,1.91745021,1.975028955,2.360638003,2.686585233,2.258288259,2.26871622,2.148766649,2.277612509,1.936429702,1.949384,2.159633827,1.887509921,1.894315801,1.995513561,1.950521352,1.993863274,2.100944789,1.957838982,2.080582205,2.093022575
4166,ILMN_1224155,1.4099836,1.624913142,1.505067644,1.688805139,1.543190086,1.647806709,1.388421183,1.340248522,1.285820749,1.34962142,1.60293128,1.57439053,1.714514149,1.692577726,1.741606939,1.710463284,1.54410716,1.775149203,1.592166102,1.595702901,1.524631569,1.574858189,1.41688526,1.503650106
4169,ILMN_1224162,3.48504165,3.473231609,3.398430121,3.668297926,3.636854583,3.412015015,2.491911249,2.405509387,2.475732011,2.475688185,2.561496497,2.563612172,2.604008162,2.522021892,2.337080783,2.766426614,2.47104244,2.528206,2.680754061,2.575237532,2.830540396,2.829630221,2.660011727,2.483603444
4179,ILMN_1224202,2.135953389,2.093507631,2.050927104,2.310343391,2.277895934,2.257619425,2.702099313,2.675959701,2.594689795,2.88136719,2.756766769,2.624877487,1.978766288,2.083353223,2.038164494,2.17709428,1.98632292,2.020732676,2.003002728,1.978897303,2.117254442,2.199169171,2.170355306,2.169710027
4181,ILMN_1224207,1.579829765,1.531016171,1.619870525,1.613502706,1.534360923,1.617859469,2.919493458,2.804304373,2.787196452,2.95745764,2.901554546,2.873444442,1.682918614,1.619328767,1.698686525,1.640648283,1.644053385,1.589959794,1.557003459,1.622336698,1.551754071,1.607105683,1.592460613,1.606732323
4193,ILMN_1224237,3.349487377,3.183018908,3.288255724,3.172559329,3.170654328,3.152312985,3.837773233,3.800349491,3.634414798,3.951172741,3.678656791,3.876738071,2.790229968,2.901685935,2.673822203,2.537367543,2.879574704,2.776915676,2.644958321,2.76846652,2.547817859,2.448499684,2.676673706,2.240210097
4196,ILMN_1224247,2.491766097,2.564257634,2.508429347,2.674395983,2.639287264,2.584797856,2.262591531,2.239749967,2.200428938,2.353059231,2.232063919,2.248885672,2.482490622,2.552937036,2.499799262,2.727950662,2.655213404,2.449140011,2.677794579,2.742402405,2.718493641,2.752354888,2.813982913,2.632376951
4197,ILMN_1224250,4.704873104,4.632630678,4.480124603,4.480586613,4.538341442,4.514152708,4.23644951,4.095423265,3.752920601,4.118755854,4.072575986,3.936934662,6.496686987,6.625345373,6.372672825,6.582750774,6.551723678,6.405125028,6.436654785,6.65353746,6.471491842,6.539682929,6.426791164,6.304434309
4198,ILMN_1224252,1.990552126,2.005631805,2.104165763,2.023850719,2.085781446,1.930473786,2.134065084,1.93575371,2.038268966,2.038652931,2.018724085,2.075200289,1.70835114,1.789085921,1.913879264,1.724857225,1.735753736,1.74547031,1.808997556,1.851877481,1.901896081,1.762415229,1.702743949,1.729221662
4201,ILMN_1224256,4.887730467,5.015619563,4.793710669,4.873051962,4.99858937,4.963603146,5.4816927,5.404440832,5.111593582,5.394697815,5.337351594,5.286270901,4.684549786,4.856767773,4.497042584,4.924397272,4.7444066,4.612551342,4.418642481,4.418881199,4.449812072,4.502542814,4.176691565,4.221787375
4219,ILMN_1224318,2.530193872,2.853330936,2.556125,2.670248712,2.728350367,2.657078689,2.840706404,2.843881401,2.579704103,2.895653648,2.922684656,2.813540102,2.471442541,2.416156132,2.311954116,2.295426211,2.497606925,2.375996579,2.329376582,2.474988712,2.53071304,2.418173022,2.347859239,2.307427045
