probe,0,RANKL_0h_1,RANKL_0h_2,RANKL_0h_3,RANKL_0h_4,RANKL_0h_5,RANKL_0h_6,RANKL_24h_1,RANKL_24h_2,RANKL_24h_3,RANKL_24h_4,RANKL_24h_5,RANKL_24h_6,RANKL_48h_1,RANKL_48h_2,RANKL_48h_3,RANKL_48h_4,RANKL_48h_5,RANKL_48h_6,RANKL_72h_1,RANKL_72h_2,RANKL_72h_3,RANKL_72h_4,RANKL_72h_5,RANKL_72h_6
3343,ILMN_1221820,2.775983657,2.898246602,2.750896783,2.950402184,2.849666439,2.928924469,1.685773742,2.057272946,1.682460468,1.865964526,1.879019499,1.737490427,2.074848002,1.921088752,1.928421574,2.072041639,2.035143324,1.998156791,2.004938656,1.958005026,2.043699496,2.199072028,1.929963082,1.88964725
3363,ILMN_1221874,3.700747727,4.058342666,4.04972854,4.335776201,4.282508564,4.616996803,4.159654981,4.039432069,4.421631227,4.67204082,4.68426904,4.800646477,4.124495653,4.529710336,4.447182714,4.56428067,5.070247354,4.993014814,4.47098369,4.677804712,4.717851578,4.648524967,5.173276503,5.067126939
3370,ILMN_1221892,2.599338028,2.464799266,2.535423964,2.176896659,2.445478447,2.456240718,3.234200007,3.080808972,3.197803341,3.139852053,3.116551949,3.262474932,2.381765067,2.471027448,2.298040158,2.170497982,2.272829084,2.207213449,2.365141492,2.460670473,2.499648252,2.388304416,2.326902068,2.356820363
3372,ILMN_1221895,2.695591107,2.440750018,2.651921671,2.931027246,2.682254539,2.8128209,3.323230607,3.17706711,3.452364293,3.152670767,3.086950805,3.380963497,2.620760838,2.751694752,2.517118639,2.657664275,2.519958105,2.31107576,2.523687721,2.478520717,2.52812322,2.563138334,2.717741777,2.478778893
3377,ILMN_1221908,2.576071275,2.630310862,2.505146657,2.852300068,2.736069174,2.569352674,3.191616199,3.06125449,3.052499462,3.394978187,3.237289639,3.148932568,2.81446122,2.918948078,2.767550628,2.928235897,2.852548818,2.791952301,2.663942079,2.680108277,2.624149095,2.97569212,2.726147628,2.723520949
3379,ILMN_1221913,2.077503091,1.825474628,2.030348195,2.199100501,2.153888251,2.081636954,1.997921802,1.83722725,1.803236148,2.092505679,1.966974674,1.919782886,3.319278138,3.322351462,3.28175466,3.452870416,3.45964705,3.193213015,3.879184328,3.965668978,3.770381266,3.892462231,3.926627885,3.882271109
3388,ILMN_1221937,1.621640173,1.510744758,1.627154409,1.514945164,1.571512904,1.624608957,1.515879174,1.626029656,1.742702058,1.519254532,1.658811148,1.659324278,1.933897653,1.985109656,1.86215101,1.919810913,1.878227987,1.813025135,1.595182493,1.702333115,1.829112046,1.854330778,1.650499676,1.739934319
3412,ILMN_1221985,3.31017498,3.009543258,3.1336913,3.007468954,3.126654684,2.997628133,3.576376254,3.284665618,3.073927853,3.453544151,3.605062902,3.371499455,3.496499534,3.575680889,3.243897608,3.955265901,3.440141511,3.294945849,3.301601514,3.257698117,3.150984971,3.096183038,3.049715431,3.11739772
3419,ILMN_1222004,2.619734564,2.813706249,2.742555483,2.471932075,2.52682457,2.713144743,2.775349268,2.8685128,2.801323918,2.639535776,2.486843045,2.73957529,2.907523631,3.108653957,3.1378524,2.97191535,3.026422022,2.963252605,2.97440924,3.205517913,3.094429847,3.02358027,2.965632562,2.948933383
3420,ILMN_1222009,3.845836002,3.927174302,3.847389707,4.028587357,4.088701874,3.947303495,3.23046497,3.162204265,3.025966071,3.243295403,2.965384285,3.076713985,5.14961274,5.141125428,4.871966837,5.334469091,5.138396064,5.064461945,4.941135339,4.807015873,5.038486627,4.980248837,4.820299573,4.718327441
3425,ILMN_1222022,2.328960322,2.425374619,2.415905939,2.492998725,2.368459809,2.551945203,2.192530827,2.519878447,2.35933337,2.502943871,2.371242014,2.445993303,2.730846814,2.706236397,2.732282757,2.725798817,2.746064063,2.812099603,3.01227709,2.775096385,2.747006064,2.710620915,2.908577002,2.777028585
3427,ILMN_1222031,3.080652526,3.053788658,2.960916962,3.197407158,3.119898071,2.988769773,4.121346265,3.861436829,3.681936478,4.101636455,3.813993199,3.850853359,1.889548965,2.020085926,2.046822677,2.056743406,2.035821904,1.911915586,1.78326337,1.798427033,1.614860598,1.749828652,1.84809743,1.811657903
3428,ILMN_1222036,5.848836242,5.773479956,5.818677788,5.871874871,5.979070375,5.725683926,4.986068209,4.786310812,4.550363181,4.846302602,4.814446495,4.803313847,5.385404513,5.531084462,5.2424763,5.3196145,5.527703004,5.376067084,5.40749501,5.603124967,5.3593863,5.481785604,5.451397824,5.386334151
3430,ILMN_1222039,5.061715741,4.914767101,4.840871932,5.000108105,4.900911516,4.871869393,6.253493545,5.997437493,5.91556828,6.141578821,6.079624481,6.062098442,5.675550758,5.940856614,5.679343643,5.723049357,5.72181975,5.665805495,4.7876316,4.940453751,4.788560256,4.736591884,4.732187896,4.583756462
3439,ILMN_1222069,3.293162397,3.564335096,3.342037037,3.127533617,2.905966771,3.324216896,3.692258903,3.591320016,3.520675351,3.633539117,3.395178648,3.649948062,3.826666511,4.065001325,3.835126809,3.646501301,4.070624507,3.942527867,4.05389465,4.37969585,4.325739554,3.817910676,4.169078646,3.314280415
3445,ILMN_1222101,2.058553788,2.160351011,2.034552183,2.028225998,2.045358577,2.018748101,2.548106637,2.56946689,2.432839226,2.376234137,2.441392817,2.391896376,2.142217401,2.036839908,2.181008733,1.987167078,1.9997498,1.972368056,2.205466372,2.173330839,2.161695303,1.964529479,2.169199426,2.002205156
3448,ILMN_1222111,2.037205022,2.183286565,1.945560797,1.904725052,1.957017218,2.042232227,2.114430795,1.922033799,1.960158211,2.168049634,2.041262245,2.092052726,2.361532721,2.463805766,2.264957603,2.366243572,2.453833935,2.243275562,2.416536855,2.193158313,2.084335163,2.303144584,2.301633263,2.42638534
3454,ILMN_1222132,4.683622904,4.669891222,4.569299588,4.610391049,4.701777718,4.507476511,3.732917161,3.715568332,3.703314868,3.827694497,3.73695896,3.620521139,4.288213217,4.487581557,4.299708363,4.987121107,4.307602355,4.489106032,4.671267704,4.733495658,4.658416539,4.640359864,4.712024431,4.641277627
3455,ILMN_1222137,3.324625801,3.291693387,3.389532675,3.090053518,2.827798523,3.147257472,3.506417614,3.319577246,3.558227098,3.164397858,2.998568589,3.184644817,4.093322354,4.374485137,4.177860077,3.899233435,4.413533152,4.119552223,4.431333033,4.363755691,4.679638647,3.665324142,4.261911262,4.003810936
3459,ILMN_1222149,1.940857922,1.99890012,1.867236882,1.770873996,1.799069373,2.020814607,2.454216619,2.400568965,2.175435523,2.460688426,2.407976527,2.503478388,2.293865299,2.497044586,2.408297858,2.426211681,2.355286274,2.271802111,2.254477582,2.568726612,2.461466596,2.517926311,2.533111054,2.606051729
3467,ILMN_1222171,3.766992648,3.791349269,3.63647336,3.910238416,3.862136008,3.62824567,4.284847446,4.163515528,4.212574965,4.282012233,4.185982545,4.383620897,2.946336173,3.080451319,3.003487762,3.228486088,3.060387931,3.145915323,3.047819285,2.986447177,2.855215587,3.084664098,2.94396458,2.913299354
3469,ILMN_1222174,4.98167748,5.3628763,5.439709336,4.944709125,4.951822716,5.185624348,5.38569382,5.050160022,5.139982908,5.117895603,4.894349553,5.117947955,4.317578674,4.597452772,4.240737459,3.979527514,4.277969696,4.332289673,4.284377133,4.748739491,4.623493466,4.169987144,4.457422247,4.358498307
3479,ILMN_1222196,2.418919125,2.281440201,2.17914106,2.243217771,2.121419225,2.253034115,2.372134701,2.45977347,2.595890221,2.400308639,2.330894009,2.536683006,2.903150335,3.211974323,3.104924254,2.861961206,2.960147233,3.025034986,2.916178371,2.843104729,2.957646095,2.83566242,2.740363593,2.68515807
3481,ILMN_1222199,2.813796684,2.569497291,2.682388486,2.66350945,2.63925541,2.663196906,2.45448635,2.273657848,2.154361515,2.30914778,2.271188376,2.299609556,2.816551569,2.990776052,2.77203954,2.82991394,2.899099786,2.931004067,3.533643891,3.652184741,3.502619643,3.591577356,3.712008538,3.643017844
3493,ILMN_1222228,2.734094889,2.622868125,2.674659789,3.029733073,2.684563006,2.986894456,3.814696627,3.485625601,3.653106805,3.647874108,3.547098216,3.652175159,3.00857019,3.152132682,3.041548691,3.371554796,3.365299518,3.052533475,3.20144422,3.278733626,3.325721868,3.251743012,3.241115505,3.348190255
3500,ILMN_1222243,1.581326052,1.682182681,1.69571968,1.645524951,1.505099906,1.596607932,2.445296852,2.426873805,2.519190761,2.572012285,2.490658864,2.642925864,1.76763749,1.821885802,1.781044842,1.938993594,1.869439357,1.743150405,1.808685231,1.77793588,1.798882512,2.01614564,1.833085734,1.836988199
3504,ILMN_1222249,3.783316732,3.965537079,3.840317701,3.819992263,3.705024993,4.056849071,5.106661315,4.967700547,4.962158134,4.933755785,4.775027999,4.928142464,4.23732061,4.583350387,4.276998601,4.371554016,4.486490071,4.326390168,4.689111087,4.71380027,4.662057329,4.348433002,4.422058982,4.56462612
3506,ILMN_1222251,2.36324315,2.225246831,2.245326919,2.149031568,2.362902225,2.299221125,2.576476449,2.302493913,2.570202244,2.652480016,2.502428781,2.40042637,1.714634677,1.87322939,1.790179502,1.848826187,1.745318023,1.883768088,1.898397796,1.842817616,2.017660848,1.908283794,1.955581549,1.839132955
3509,ILMN_1222256,4.236413881,4.001105067,4.091803374,3.983613771,4.004892857,4.15739344,3.863756979,3.704464919,3.876096407,3.768625136,3.708360522,3.859663685,4.301569646,4.486641379,4.254081605,4.270793543,4.476417884,4.505360791,4.466965957,4.693370554,4.557093458,4.368517373,4.549626101,4.5079043
3515,ILMN_1222269,6.464162741,6.493408087,6.339492619,6.291197184,6.045286014,6.420980564,5.158454082,4.71122989,4.765103063,4.808119405,4.77304287,4.971226461,5.510745637,5.722713715,5.458494496,5.287283988,5.617263554,5.602766345,5.011558015,5.182554925,4.983987755,4.713266876,4.924998944,4.872888248
3519,ILMN_1222286,2.956755597,3.258057777,3.248037369,3.352360249,2.985114288,3.318664581,3.385123522,3.35283818,3.064724396,3.442659757,3.259664536,3.27379587,2.697008838,2.867543649,2.629210598,2.679498011,2.850770309,2.845788731,2.776509088,2.78433963,2.986479036,2.734479547,2.711568739,2.74934676
3521,ILMN_1222291,1.70088488,1.755803964,1.730092738,1.75532932,1.823144587,1.820448287,2.026117474,2.052662918,1.942125696,1.97202608,1.934701994,1.896502155,2.197271503,2.194909724,2.348159271,2.495893947,2.517372462,2.377375272,2.500873631,2.434101247,2.469486317,2.384867317,2.572834777,2.539189994
3525,ILMN_1222313,4.418255885,4.442101455,4.546782593,4.63636446,4.353392389,4.719503347,4.514496796,4.350003455,4.364779227,4.500977634,4.489437021,4.415219563,3.948657397,3.995928867,3.973499186,3.651094323,3.793406511,3.905634257,3.986077272,3.846903813,4.013230614,3.872748326,3.973875112,3.908901161
3526,ILMN_1222315,4.605170516,4.646659047,4.515698383,4.745167043,4.559339872,4.479117652,4.843915162,4.542534301,4.387710109,4.754378849,4.434234721,4.62707333,3.716527235,3.883973376,3.701575138,3.779249405,3.952626246,3.928496194,3.848872953,3.696690783,3.918420135,3.786976298,3.966229285,3.79401487
3527,ILMN_1222324,2.467018083,2.514144956,2.395137341,2.521035331,2.454547071,2.544533651,2.704642128,2.599870595,2.749226005,2.568774329,2.578581024,2.856464779,2.315608042,2.462507376,2.258596387,2.219797171,2.38972614,2.395164744,2.320019494,2.279821866,2.203631033,2.29881091,2.278348155,2.199679998
3535,ILMN_1222339,4.472435383,4.421052906,4.370645802,4.471674923,4.339235363,4.395833141,4.002922111,3.754876709,4.057839441,3.748492107,3.826231647,3.899824759,3.482964346,3.749850606,3.641594248,3.593688141,3.72399486,3.667563451,3.672548745,3.754909388,3.663310021,3.493559359,3.678350239,3.634758108
3537,ILMN_1222345,1.768531047,1.950978435,1.910658113,1.690984944,1.848531161,1.783669544,1.808573367,1.687684915,1.836472452,1.715373976,1.772400866,1.816944771,1.851582796,1.941309086,1.924026491,1.737735218,1.876126227,1.821108083,2.114529194,2.318355561,2.368824684,2.131461141,2.046356586,2.137678918
3538,ILMN_1222346,3.228412971,3.251881759,3.243999115,3.305258785,3.323150462,3.407173654,4.001503839,3.96366532,4.019440226,4.175373153,3.991017335,3.923239354,3.442251049,3.691095032,3.430327127,3.563066991,3.565185899,3.500753905,3.543827699,3.535740228,3.507095071,3.428200176,3.359504444,3.336579111
3541,ILMN_1222351,3.854252548,3.587219906,3.563313854,3.479661737,3.651712581,3.556898894,3.713119735,3.340107036,3.275095009,3.555218318,3.467154844,3.556121067,4.351608447,4.496590721,4.209705131,4.48452495,4.427623845,4.117723361,4.326859644,4.576248527,4.45577774,4.285347422,4.283928859,4.222035166
3545,ILMN_1222356,2.296627161,2.292262,2.209468512,2.240655484,2.28343349,2.349170412,2.430073698,2.414072814,2.236359175,2.351499652,2.58441225,2.373263756,2.237035689,2.271572907,2.304706242,2.356018438,2.454127744,2.357601766,1.959191067,1.915391469,1.953740915,1.659596461,1.944025652,1.92114509
3547,ILMN_1222361,2.092153001,2.119731158,2.006941423,2.043419329,2.129361149,2.020896151,1.822693519,1.721472738,1.587155867,1.78040502,1.664829379,1.666522006,1.910634464,2.043326247,1.838148334,1.999839038,2.086261781,1.762005265,1.77076539,1.77161317,1.890543281,1.873752566,1.97599714,1.795117994
3548,ILMN_1222365,4.253919512,4.393766005,4.446286448,4.639104676,4.499067195,4.354159474,3.957536163,3.942795124,3.734868064,4.026028905,3.911843365,4.05504413,3.20264829,3.320383618,3.305782449,3.299719635,3.425507747,3.387128348,3.166458241,3.35356619,3.468798095,3.484455762,3.482139736,3.387733365
3555,ILMN_1222379,1.434242802,1.543774335,1.518795227,1.389258327,1.496115477,1.432221142,1.444943506,1.667675358,1.311724299,1.412551323,1.505336306,1.440215598,1.73767825,1.56601711,1.623065996,1.549422104,1.606486377,1.576098512,1.639119473,1.560324835,1.738719829,1.657322786,1.780098746,1.563444306
3570,ILMN_1222441,2.251442443,2.326237983,2.232030975,2.369598481,2.302967099,2.290076067,2.246989544,2.366851731,2.281368405,2.423397101,2.398348372,2.399232423,2.461028801,2.697866863,2.462169417,2.471498641,2.519073667,2.597141865,1.971069138,2.044306979,2.049363512,2.131869724,2.041081555,1.955098337
3585,ILMN_1222492,4.866566145,4.859506982,4.778793179,5.062740303,4.868972341,4.877492044,5.529044095,5.128581725,5.22841297,5.495983393,5.236444333,5.232815829,4.462227537,4.518625113,4.234502747,4.511383065,4.363232728,4.383430399,4.366225722,4.306369473,4.518670066,4.430945923,4.419614523,4.447684013
3587,ILMN_1222497,2.905229428,2.882793563,2.75824996,2.778287956,3.040759078,2.839473429,2.986385028,2.758874885,2.540297408,3.055254964,2.901727124,3.150784275,3.54109568,3.533094081,3.212695942,3.648343507,3.335103797,3.60654922,3.382969867,3.134732368,3.22432035,3.250578257,3.256804819,3.264179928
3608,ILMN_1222565,2.055519054,2.027665608,2.161466394,1.94160466,1.876042633,1.904087368,1.772828184,1.922572898,1.654094927,1.917347226,1.698959126,1.80591015,2.117094552,2.206887547,2.004355264,2.069422001,2.374154066,2.091619069,2.182106033,2.177127313,2.116720896,2.0940035,2.109093809,2.070850689
3612,ILMN_1222575,1.366511772,1.503448091,1.44204847,1.481170943,1.468015306,1.267698719,1.374818805,1.263542081,1.234292811,1.430840223,1.475058549,1.222979836,1.505745416,1.265829553,1.44401615,1.47101415,1.325112201,1.327428328,1.567369753,1.463270933,1.470112247,1.576224315,1.563632335,1.478880855
3620,ILMN_1222594,3.40484205,3.453297603,3.375899497,3.36224977,2.977279327,3.66858091,3.543270153,3.397448425,3.524734727,3.59547049,3.139916085,3.367451084,2.558043747,2.69824394,2.558611462,2.461551505,2.646021762,2.616866339,2.253382132,2.585224573,2.579467182,2.391294104,2.469271459,2.444091518
3622,ILMN_1222598,2.996452642,2.865394339,2.897239476,2.691903024,2.773104352,2.751563362,2.271382728,2.167680777,2.302405385,2.141140918,2.120204913,2.151826837,3.221474233,3.489968237,2.891002357,3.035679089,3.041448039,2.998105775,3.293468401,3.458718241,3.310500946,3.019204987,3.318004928,3.221738238
3657,ILMN_1222715,2.435741677,2.497978816,2.389413491,2.622956015,2.377033248,2.667759788,2.629314459,2.405189604,2.606766105,2.855333358,2.7898684,2.687605983,2.603223587,2.731509303,2.568981787,2.8691208,2.927807821,2.875560896,2.81350855,2.884283031,2.951976458,3.041546726,3.012905318,2.964335764
3658,ILMN_1222716,4.493718736,4.367054079,4.220215921,4.312897488,4.31253095,4.299312634,4.438918005,4.174130646,4.047397019,4.357260531,4.361234768,4.422995453,4.886762479,4.887211161,4.677740791,5.256921314,4.873407026,4.859395107,4.957508167,5.031082584,4.953511104,4.956406972,4.907204935,4.68378432
3671,ILMN_1222760,3.29226037,3.456393882,3.325149466,3.443350805,3.430697051,3.459065329,3.499699828,3.222671613,3.136770291,3.460133968,3.336755093,3.439620604,4.177953984,4.359391168,4.124374766,4.220576037,4.317000877,4.254773858,4.484426119,4.5029041,4.540822757,4.693998247,4.618445107,4.439565917
3672,ILMN_1222763,2.038586698,2.058621829,2.058164175,1.995712788,2.081368555,1.908196412,1.774271368,1.857537173,1.879854366,1.877098462,2.067471039,1.829596566,2.28054427,2.359093852,2.311109628,2.439871239,2.232894274,2.259650196,2.526483018,2.510151656,2.561373125,2.486842171,2.638171793,2.387754734
3674,ILMN_1222767,4.836805036,4.686563512,4.501142072,4.546203483,4.545346366,4.578837893,3.915652035,3.915153528,4.061454949,3.984613974,3.644851867,3.968228478,4.400346474,4.585595701,4.360974224,4.108095282,4.450184757,4.47824678,4.623720338,4.784509535,4.746965939,4.476393953,4.52842779,4.410345602
3677,ILMN_1222773,3.3896062,3.376585686,3.06119334,3.290287987,3.339089131,3.475973908,3.921573188,3.993975273,3.965266003,4.373350446,4.097342985,4.092488611,4.157228356,4.477275325,4.104848212,4.431355013,4.190293369,4.1714655,3.948052962,4.025779165,4.076719007,4.164077512,4.164826531,4.281580516
3680,ILMN_1222795,2.202432572,2.083107443,2.115853025,2.052559953,2.087329844,2.070172325,2.13483561,1.923642248,1.960672515,1.994615632,1.986559598,1.867157024,1.88656243,2.100767405,1.966834253,2.13395169,1.985193361,1.960855829,1.860707159,1.724265872,1.676810834,1.664867552,1.760804928,1.665619178
3684,ILMN_1222806,4.055302178,4.189264267,3.842232412,3.776067767,3.730034251,3.751183157,4.258103621,4.010800904,4.020786586,3.901885979,3.710435126,3.975412876,3.414584985,3.569366561,3.356650592,3.29495483,3.535266521,3.512777338,3.290573572,3.46053785,3.271036722,3.064864028,3.306105126,3.235399745
3689,ILMN_1222816,2.69623825,2.702322255,2.564304294,2.744271907,2.630348639,2.647314568,2.815600046,2.622898754,2.739694198,2.94130715,2.903167937,2.848063129,3.101501511,3.06272358,2.926839996,3.224078944,3.269478068,3.07890946,3.281965452,3.404291166,3.305007185,3.355917747,3.362896219,2.99655295
3690,ILMN_1222817,3.445321132,3.397318778,3.251096964,3.276351201,3.143816393,3.289512942,3.192464235,3.216891949,3.075861294,3.175592452,2.98745157,3.14848359,3.939463605,4.222899869,3.769582138,3.775923934,3.613894574,3.815101642,3.885371787,4.199448653,3.993543666,3.579530996,3.77866122,3.747511968
3695,ILMN_1222829,6.166018889,6.261276295,6.252011207,6.436376607,6.269118363,6.219918839,6.247913122,6.102731314,6.004282277,6.308591521,6.086119426,6.271971227,5.168744554,5.317705271,5.174839018,5.26024815,5.386478097,5.148332897,5.234418153,5.325333343,5.318055945,5.206596864,5.090363952,5.306682818
3712,ILMN_1222872,2.975572438,2.977076311,2.964391828,2.871769235,2.927860003,3.185277112,3.227925073,3.179628291,3.267534874,3.132139866,2.917239206,3.213024971,2.602976636,2.810571178,2.628502397,2.52462978,2.780374368,2.729866914,2.86582023,2.800652807,2.826607087,2.614721043,2.708294722,2.63667764
3717,ILMN_1222890,1.882191284,2.094415941,1.898756046,1.943379939,1.848801461,1.944919679,2.306243886,2.112116763,2.21483593,2.357727877,2.477231655,2.315692225,2.038078277,2.043568081,2.178208922,2.109094228,2.11711076,2.098201423,1.845113978,2.036595453,2.122842315,2.227072037,2.35570504,2.277144523
3720,ILMN_1222917,5.034675008,5.328030899,5.419002412,5.590323596,5.257371199,5.535310312,4.469362229,4.34256405,4.317225522,4.936849709,4.268154192,4.471933607,5.362964524,5.607284323,5.267484651,5.070241155,5.516959832,5.391674621,5.406553097,5.108960028,5.64052316,5.053047566,5.230102063,5.509953164
3753,ILMN_1223035,3.397706874,3.351738772,3.32501779,3.270083964,3.372899192,3.287285272,3.04101713,2.878714649,2.890165101,3.084727466,2.918764593,2.944712882,2.748173361,2.958444776,2.786563791,2.589654214,2.857488695,2.686660499,3.209922073,3.251122958,3.138915988,2.825843753,3.164711941,2.980082414
3755,ILMN_1223041,3.871030958,3.972166729,4.07147373,4.159216627,4.032860995,4.040959696,4.306831068,4.296620892,4.03328453,4.394322748,4.178684872,4.190040856,5.37863355,5.477541762,5.268215146,5.528199658,5.285766783,5.261748902,5.282380553,5.33991426,5.308740517,5.361075977,5.152499934,4.945538183
3757,ILMN_1223045,5.67560914,5.582437759,5.369969722,5.593106873,5.460586349,5.54430402,7.055650614,6.73654601,6.65386128,6.821415597,6.81919682,6.843341864,3.384279947,3.514535676,3.243126559,3.420637585,3.232493637,3.443050561,2.295163242,2.375988286,2.206042639,2.192492959,2.438344737,2.30846713
3759,ILMN_1223049,1.782690728,1.600895408,1.875617319,1.699666873,1.842174194,1.758934575,1.695400945,1.705967371,1.652733907,1.551135563,1.650614983,1.634751421,1.985722074,2.041929417,1.878715262,1.896281876,1.925458876,1.916294824,1.950864638,2.06722915,1.962540631,1.890261449,2.033175988,1.934611577
3763,ILMN_1223056,2.305063969,2.290983052,2.329144634,2.517711983,2.36268252,2.405216553,2.655791305,2.717716554,2.534568577,2.859220322,2.678127442,2.681728776,2.669247761,3.033173183,2.741144259,2.967943157,3.017082633,2.909228418,2.975205754,3.022272731,3.02473911,3.105090659,3.168578432,2.838782902
3766,ILMN_1223066,1.506665919,1.784878715,1.818490041,1.680405575,1.697126894,1.672723149,1.557152068,1.68442283,1.670856478,1.524266809,1.643144755,1.426395399,1.923965066,1.685880775,1.744167863,1.753978416,1.809962929,1.913328169,1.8453135,1.8758878,1.849476531,1.811499868,1.766144791,1.872047967
3768,ILMN_1223070,2.439063018,2.280895673,2.472782556,2.251479326,2.260488601,2.35705447,2.180090369,2.38203498,2.126329209,1.991604798,2.059377165,1.9958082,2.266679635,2.19385532,2.086387538,1.860109138,1.911007362,2.048914476,2.04866878,2.257362017,2.234500577,2.069194234,2.0992416,2.194021643
3771,ILMN_1223082,4.871816087,4.629187694,4.408968688,4.320095087,4.447976955,4.549957847,5.374071135,5.135825789,5.331644385,5.182100739,5.08584487,5.316163534,5.412700241,5.819697638,5.413253125,5.388901028,5.342201496,5.489539504,5.791751366,5.982601587,5.716360964,5.657030486,5.914471111,5.899457104
3775,ILMN_1223090,4.421611316,4.437801573,4.260512011,4.284137111,4.344079305,4.17538024,3.905141405,3.831930779,3.882315053,3.789388777,3.805861365,3.863036679,4.510362806,4.70810256,4.328090687,4.495735558,4.597960005,4.446960244,4.722584616,4.743263823,4.632106846,4.554805503,4.861465932,4.421867568
3780,ILMN_1223102,1.910277226,1.884857234,1.747354336,1.887209618,2.034492196,2.0132826,1.952050414,1.854113466,1.901097437,1.848595652,2.057295163,2.002220132,2.226673606,2.463469776,2.382113973,2.11404215,2.364177587,2.314143753,2.254506913,2.214805279,2.238443452,2.576849045,2.27358569,2.372251354
3795,ILMN_1223176,2.721143713,2.533286348,2.676346077,2.478900987,2.667360121,2.743941745,2.940787822,2.871389904,2.943261048,2.877854967,2.852590583,2.993095857,2.283173048,2.310582243,2.193098069,2.349503846,2.301921737,2.275337184,2.05374917,2.241749169,2.345931894,2.361763341,2.262890956,2.307490639
3797,ILMN_1223179,5.727664078,5.797089679,5.806702344,6.027066845,5.692716146,5.82489863,6.301089613,6.113264563,6.039910895,6.291165224,6.073891738,5.874148819,7.286623989,7.50782061,7.171989976,7.442912325,7.31705111,7.084781315,7.634675533,7.437011143,7.768341131,7.321116005,7.309411355,7.119587676
3811,ILMN_1223218,1.448531387,1.472871446,1.55412404,1.628599489,1.627462633,1.676161358,1.644970878,1.868485317,1.704563505,1.923630483,1.828300309,1.654095112,1.658690682,1.635130678,1.76810035,1.840190168,1.573300082,1.667475039,1.780423626,1.603962225,1.570740646,1.911770812,1.697765566,1.789965369
3822,ILMN_1223244,4.001910939,3.842499467,3.959169682,4.072202491,3.957859549,4.011678762,2.04465924,2.143044528,2.204707757,2.123235694,2.09466662,2.058363807,2.066217697,2.154524652,2.218305202,1.959075563,2.000644677,2.080906141,2.071414392,2.237663173,2.234346591,2.196526452,2.191901837,2.188324024
3832,ILMN_1223277,2.294098186,2.320019304,2.369466736,2.35898139,2.300865402,2.35503475,2.211390411,2.268900394,2.102469061,2.353232296,2.167766084,2.221447374,2.616863078,2.846093371,2.720519012,2.821639324,2.812971568,2.765303638,2.495768249,2.594162236,2.704324924,2.544585768,2.638783566,2.322458076
3836,ILMN_1223285,4.537820171,4.478047567,4.396064076,4.664331153,4.711007526,4.523883605,3.537180262,3.346975712,3.345005054,3.645366771,3.630184113,3.422969346,4.146144322,4.304923307,3.923331308,4.367032833,4.212408496,4.119214048,4.259579017,4.363755228,4.246705773,4.382933053,4.22516795,4.044383842
3838,ILMN_1223293,1.903713962,1.944260585,1.80935802,1.941520263,1.875921583,1.804551617,1.850693861,1.913936879,2.014595807,1.871893322,1.84328053,1.90156786,1.887318493,2.078121519,1.886233918,1.790653677,1.921517989,1.828251483,2.216935969,2.373704962,2.23817069,2.145201644,2.107293099,2.224304517
3840,ILMN_1223299,2.151175063,2.19494052,2.076091066,1.992548262,2.166319596,2.113846013,2.269997619,2.203024663,2.521107153,2.277259226,2.195577871,2.425783852,2.359969067,2.31067815,2.56035507,2.355296802,2.33733845,2.353175218,2.491564902,2.721780876,2.369394102,2.532258806,2.558411876,2.664189168
3845,ILMN_1223311,1.694667267,1.611339481,1.515456674,1.719959057,1.645405777,1.596936163,2.158005379,2.031890957,2.154040818,2.076531236,2.277622672,2.081240184,2.100948608,2.125640756,2.01818463,2.155259946,1.966820603,1.890954446,1.696948463,1.791346478,1.709850448,1.739273423,1.606955723,1.770459259
3849,ILMN_1223318,2.906702474,3.014835728,2.939905155,3.02705746,2.980443425,3.119362119,3.176177754,2.781379544,2.87945769,3.15253495,3.057390113,2.946268534,3.647828493,3.79853856,3.281019087,3.48710695,3.827762138,3.842810262,3.539070346,3.574546643,3.589072795,3.384542431,3.474322681,3.604583613
3863,ILMN_1223348,2.228155277,2.257865357,2.206775653,2.379726141,2.310449057,2.308652885,2.962398175,2.752536116,2.780135597,2.876260144,2.633458431,2.797736513,2.218037806,2.212005843,2.269256191,2.306244498,2.334127716,2.364476541,2.445944225,2.378871527,2.377456924,2.391565694,2.379662935,2.472757965
3868,ILMN_1223358,4.609703123,4.623746792,4.455863204,4.543691374,4.59131943,4.495333316,5.508901406,5.270501596,5.231973733,5.453446968,5.323751692,5.294838075,4.203921802,4.520187225,4.163498362,4.36336785,4.216617718,4.256797286,4.380470194,4.429609589,4.500995288,4.576203495,4.408622488,4.254745702
3870,ILMN_1223361,3.583580983,3.666961693,3.640867059,3.564844273,3.508664419,3.709433959,4.530810111,4.455703047,4.408030371,4.410794334,4.186385008,4.279174183,3.15153793,3.314376473,3.215199073,2.989282077,3.245854115,3.203091299,3.2112055,3.444133373,3.298415519,2.983371226,3.182453343,2.940750746
3875,ILMN_1223375,2.015465727,1.908306652,1.99169849,2.109193392,2.218580853,2.15153783,2.020511261,1.726994468,1.822878639,1.918179034,2.118362564,2.091045403,2.127482228,2.263148107,2.189649411,2.412211004,2.274804733,2.224359258,2.114506451,2.145252022,2.218434523,2.211798505,2.158078236,2.204295351
